,headline,is_sarcastic
16513,texas governor warns it could be decades before state fully ready to talk about climate change,1
2263,michelle obama hails 'black panther' for inspiring 'people of all backgrounds',0
22907,republicans have a way out of their health care mess: working with democrats,0
16907,school principal pauses for applause that never comes,1
52415,white house says mueller report must be kept private because it's so exonerating it would drive public mad,1
4347,the 'dead poets society' spoof on 'saturday night live' was a gory bloodfest,0
15546,isla fisher thanks donald trump for showing that 'unqualified orange people can win things',0
54227,biden now a purple belt,1
53095,13 times celebrities got real about mental health,0
413,stomach sets aside synthetic additives until it has a few minutes to figure out how to digest them,1
16797,this teen's trying to make the road safer years before she even starts driving,0
18995,polly zehnder-swader's gps guide for unwinding after a bad day,0
12003,man waiting in h&r block lobby nervously eyeing how much more paperwork everyone else brought,1
35269,painted-over spot on public bathroom wall must conceal some really fucked-up graffiti,1
46633,woman forced to converse awkwardly with bank-promotion clown,1
53473,trump wistfully smells lock of murdered journalist's hair gifted to him by putin,1
3290,if we treated other public health issues the way the pro-gun crowd treats shootings,0
34932,rudy giuliani suddenly realizes he's been grinning during entire 9/11 ceremony,1
49369,paul ryan's health care plan doesn't really eliminate the individual mandate,0
25255,crate & barrel introduces line of disgusting couches you can put on your porch,1
53267,a brief history of hollywood's complicated relationship with cocaine,0
35426,well-off white men are 3 times more likely than women to get job interviews,0
28110,vice president pence pushes expansive nato and defense of european micro-states: does president trump know?,0
39384,naked truth: how i learned to stop worrying and (sort of) love my body,0
20661,comparing donald trump to lord voldemort is unspeakably stupid. it's also pretty dangerous.,0
37542,"(video) smg eyes virtual reality tech, dynamic storytelling",0
40539,a game show winner on his biggest jackpot yet: a son,0
4372,"cosby's legal team secures imported jury, blames press for creating bias",0
21668,searching for my identity and the right house,0
18245,ios 9.3 link glitch is ruining some iphones,0
32654,cheney urged not to work blue during convention,1
30965,processing the facts: what will ferguson's legacy be?,0
21914,clinton tests positive for presidency-enhancing drugs,1
47348,journalists flock to cnn debate they could better watch from home,0
53072,heinz introduces new quick-recovery sports ketchup,1
10448,trump casually mills about supreme court changing rooms ahead of state of the union address,1
26357,end of soup season can't come soon enough for oft-burned tongue,1
28407,police confirm car had ethanol in system at time of crash,1
2351,family rewrites 'in da club' to celebrate back-to-school season,0
23727,alec baldwin secretes own hair gel,1
41891,partygoer rolls a couple of fat burritos to pass around,1
44333,explained: why the rnc briefly tweeted about its new 'willie horton-style' ad,0
6501,boehner resignation leaves massive leadership vacuum in congress intact,1
26664,"yes, men are still harassing people on the street. no, it's still not okay.",0
29896,"jesus loves trump, but he wouldn't vote for him",0
53370,family not appreciably enriched by trip to mount rushmore,1
10304,what happened when this writer matched with martin shkreli on tinder,0
49126,report finds j. geils band's 'centerfold' will outlast you and all that you create in this life,1
21984,what happened at a texas frat when they thought no one was watching,0
3956,sen. richard burr: the cloak and dagger senator,0
31949,lee greenwood urges u.s. to take military action against iraq,1
22476,man surprises girlfriend by drawing them in different animation styles,0
44274,bar scene also tired of area bachelor,1
50520,theresa may puts on headphones to hear english translation of trump's address,1
16400,roommate's boyfriend drinking yet another can of soda,1
51630,twitter has no time for the gop's weird gif response to comey statement,0
43419,area dad to spend next few days or so telling son it important to respect women,1
50103,this dance subculture is thriving among black gay men in the south,0
4187,u.s.-trained syria rebels hand over equipment to al qaeda affiliate,0
42502,child who just wanted clothes spares uncle's feelings by pretending to like xbox,1
43546,nurse barred from jail after allegedly performing exorcism on inmate,0
11066,republican senator asks if trump is recanting his oath of office,0
37077,hope solo shows off zika defense armor for rio olympics,0
26815,how states can help 5 million kids with a parent behind bars,0
45700,nation's aunts announce their 2018 thanksgiving boyfriend roster,1
51704,stormy daniels smirks when asked if she had affair with donald trump,0
3905,has the college sports arms race spiraled out of control?,0
43066,mom declares garage her next big project,1
29521,here's a pg-rated facebook alternative for evangelical christians,0
52410,guidebook writer stumbles upon new england town too quaint for human eyes,1
12758,rock fans outraged as bob dylan goes electronica,1
16262,israeli strike kills prominent hezbollah members in syria,0
44926,death by $15 million cuts: how a super pac took down newt gingrich,0
29635,it unclear which half of couple settling,1
3816,sarah byrne's gps guide for happiness,0
51919,fireworks accident blows off tip of florida,1
12205,is the stereotype that 'women can't be geniuses' causing gender gaps?,0
7113,caitlyn jenner isn't threatening your womanhood,0
20443,republican coma candidate dominates gop debate,1
3620,republicans address income inequality by offering middle class hot stock tip,1
9467,is the fda ready for kim kardashian and mutant head lice?,0
46930,susan rice: i didn't do anything 'untoward' with intelligence,0
17991,10 things i learned as a new adjunct teacher,0
52388,god demands cuter precious moments figurines,1
32892,bill clinton resting up to sit upright at next debate,1
34633,man returning from vacation settles on single concise anecdote he'll tell everyone who asks,1
11017,michele bachmann announces bid to be discussed more than she deserves in 2012,1
33306,all gold everything (notes on depression and feeling broken),0
16864,nikki lost 89 pounds: 'any mom will tell you scheduling time to exercise can be very hard',0
53059,miss france iris mittenaere wins miss universe crown,0
29355,afghanistan bombings result in country's deadliest day for journalists,0
7038,fruit of islam cause man to soil fruit of looms,1
30254,a pastoral letter to older generations about those frustrating millennials,0
25243,civilian 'guard' fires gun while 'protecting' recruiting center,0
27626,a drug company is putting work-life balance before profit. cool.,0
34840,pro governing: is it faked?,1
53539,schnauzers rioting outside madison square garden following westminster dog show defeat,1
28841,first kid to wake up at slumber party gets exclusive look at friend's mom's morning routine,1
30267,'jurassic world 2' to feature more scientifically accurate jeff goldblum,1
39972,asshole moves to part of city where all the assholes live,1
23479,germs depicted with menacing little faces,1
28134,a response to letters defending the japanese american incarceration in the la times,0
38115,ariel castro failed by system,1
23918,mom wants to know if the people who live in your apartment building are nice,1
20777,this is what it feels like to lose to donald trump,0
52423,winning lottery numbers so obvious in hindsight,1
46021,"jeff flake delivers searing, critical applause for trump during state of the union",1
42768,why donald trump may be good for america,0
51590,dad advice is the best advice,0
37413,trump calms nerves before inaugural address by reminding himself he's the only person who actually exists,1
19448,"cheer up, democrats",0
51370,trump loved 'excellent actress and fine person' meryl streep in 2015,0
21288,the things i do to feed the world,0
26949,listen to lana del rey's new single 'honeymoon',0
14517,cat so scared in shelter won't even look at you,0
23358,entire meal consumed while testing if it needs more time in microwave,1
45770,devin nunes files lawsuit against parents for derailing russia investigation by giving birth to total dud,1
5481,pack of harpies ordered their crostini literally 20 minutes ago,1
24004,here's how rihanna dresses for a casual tuesday,0
49985,container of recyclables emptied into trash,1
36690,struggling single mother seriously considering putting baby up for audition,1
55079,i was hit by the car attack in charlottesville,0
47474,dozens arrested as progressive activists disrupt tax vote in final show of defiance,0
48155,department of labor response team seals off toxic workplace environment,1
22013,mother still yammering away under her tombstone,1
35941,man nervous about telling date he has her kids,1
30086,a christian apology to jewish people at passover and easter,0
30093,"alex morgan talks world cup, wedding planning, and yoga on the road",0
19042,6 new year's resolutions that don't take all damn year to accomplish,0
47315,i.t. guy has long dark night of self-doubt,1
30895,all about otters!,0
33981,carrie fisher's birth announcement in 1992 captured her signature humor,0
52453,black athletes don't work on a plantation,0
29754,"republican party, average working joe bid one another adieu until 2012",1
42520,'jane the virgin' narrator creates a hero for latinos who feel 'trapped' in a conservative culture,0
45890,mars and venus in mental health,0
4531,"'this is a pointless trip,' obama says while shaking hands with netanyahu",1
48721,frank gehry no longer allowed to make sandwiches for grandkids,1
5258,epic doug the pug music video compilation is giving us lyfe,0
5379,simple ways to easily save over $600 a year,0
36699,"brad pitt promises 1,000 years of peace",1
2041,"navigating welfare reform, poverty is tricky business",0
31387,"mike pence condemns atheists, homosexuals, and feminists for role in forcing god to punish america on 9/11",1
50015,democrats force vote to keep net neutrality rules,0
22700,"area man sorry he's late, got here as fast as he could",1
47966,here's a delightfully awkward video about spending valentine's day alone,0
19256,household cleaning tips for cold and flu season,0
24923,look: surfer almost runs over shark with stand-up paddleboard and has no idea,0
47608,panama papers source breaks silence and offers to aid authorities for immunity,0
8189,kelly clarkson reacts like any mom to news she's getting a vacation,0
39696,real love isn't about finding someone who meets all the criteria on your list,0
9785,lady gaga set to perform david bowie tribute at the grammys,0
50625,breaking: israelites in sinai suddenly achieve freedom from pharaoh -- good times forecast,0
28930,"single-parent families get 'a' rating ,from drug kingpin",1
46461,sexual assault survivors aren't just daughters. they're actually humans.,0
3081,republican party boss dismisses trump threat to run as independent,0
33920,chuck schumer warns gop not to change the rules to confirm neil gorsuch,0
47896,chris columbus admits there are hours of 'home alone 2' outtakes featuring trump saying racial slurs,1
1761,north korea's internet is back up after mass cyber attack,0
46145,new study finds employee morale drastically improves after watching coworker throw fit,1
13013,lindsey graham drops out of presidential race,0
9844,faith: 20 years strong,0
54102,state facing lawsuit over controversial law nullifying all federal gun regulations,0
8721,mitch mcconnell rules out 'lame duck' action on supreme court,0
18977,stop scaring new dads!,0
23080,the new 'batman v superman: dawn of justice' trailer totally delivers,0
10134,ghost of carl sagan warns against dangers of superstition,1
35270,logo in corner of tv reminds man he's masturbating to spice,1
55234,"area waitress has one hell of an ass on her, local man will tell you that right now",1
15070,emma stone ruled the red carpet in a jumpsuit,0
5574,"study links binge eating to stress, contentment, depression, joy, boredom, anger, relaxation",1
15063,"minnesota mom accused of beating, enslaving chinese woman as her nanny",0
38563,scotland yard frees 163-year-old british man after dna evidence clears him of being jack the ripper,1
40924,paul ryan quietly doing seated ab exercises throughout state of the union,1
13234,iraq pm: yemen conflict could engulf entire region in war,0
10124,shredding the fourth amendment in post-constitutional america,0
49185,miley cyrus' gender-bending performance on 'maya & marty' is pitch perfect,0
53819,oscar meyer introduces new wiener mobility scooter,1
15177,the kurds under erdogan's tyrannical governance,0
52571,celebrities are urging australians to vote 'yes' on same-sex marriage,0
54792,mom just called to say hi and that she's very sad,1
52132,elizabeth warren spends evenings tutoring underperforming candidates on creating comprehensive policy,1
17502,obama downplays fears after supreme court blocks key climate action,0
45684,new subway promotion to honor subtember 11,1
54870,source of jealousy not even that successful,1
50486,dow drops 600 points over picture of worried stock broker staring at computer screen,1
4140,cnn to get all information from in-house channel 'cnn-cnn',1
42047,syrian refugees are among the obamas' state of the union guests,0
54409,man annoyed by travel plaza's abridged pizza hut menu,1
46718,6 things all real grown-ups have in their homes,0
48309,researchers observe chimpanzees using pro tools,1
44039,neither person in conversation knows what hedge fund is,1
12981,emeritus pope benedict to attend weekend's canonizations,0
20422,kristina reveals how she's dealing with dean after 'bachelor in paradise',0
5729,5 real ways to actually support black-owned businesses,0
21699,"someone recut the 'elf' trailer as a thriller, and it's terrifying",0
20005,report: sky normal today,1
18017,"eric trump scolds father that he mustn't inquire about the businesses, for he's sworn not to tell",1
22275,baldwin's trump boasts on 'snl' he's running country like a waffle house,0
8003,these religions were born in the u.s.a.,0
46047,sasha obama orders secret service agent to stop squirming during makeover,1
17911,old el paso introduces emergency taco kit,1
34385,trump's explanation for removing sudan from his travel ban is cringeworthy,0
46803,celebs' most iconic grammys outfits ever,0
21321,"at least 1,400 homes destroyed in california wildfires",0
29718,bewildered white house press watches dueling huckabee sanderses each claim she the only one telling truth,1
48998,kid who mowed white house lawn to flip on trump,1
42670,for all the bffs with zero boundaries,0
30586,chelsea manning and the brutality of transphobia in america,0
16663,sexual assault survivors' rights act of 2016: 'our nation's laws stand firmly on the side of survivors',0
47838,report: more americans relying on grandparents to help fuck up their kids,1
34691,jeb bush warns rnc attendees of bad cialis going around parking lot,1
26791,david axelrod suggests hillary clinton will be seen as less complex alternative to obama,0
33714,trump calls on congress to empower agencies to oust federal workers,0
1537,breaking: cousin mark coming after all,1
30312,'wall street journal' reintroduces nudes after failed yearlong experiment,1
2131,from hunter to hunted: 5 attraction marketing strategies to pull in more prospects,0
24552,school board adopts gay-ass uniform policy,1
42081,washed-up former spelling bee champion sitting in front of tv sadly mouthing along with scripps contestants,1
9128,point in evening reached where everyone tries to lift biggest friend,1
7242,"trump suffering horrible indigestion after eating fresh, well-prepared state dinner meal",1
50627,man annoyed at being mistaken for employee just because he driving forklift through store,1
20043,stick shift bragged about,1
40453,majestic pine recruited for yosemite by national park headhunters,1
23595,alec baldwin ridicules donald trump over his disgusting comments about women on 'snl',0
3872,the man and art behind andy warhol's silver factory,0
39935,tsa guy circling stuff on boarding pass with reckless abandon,1
28026,make homemade candy cane fudge like a boss,0
35037,"instead of arresting panhandlers, albuquerque's giving them jobs",0
7378,great conversations: robert evans,0
2708,marketing department under impression keebler elves a beloved part of american culture,1
18771,what happened to my son's memory?,0
5466,history is made as rams officially sign michael sam to 4-year multi-million dollar contract,0
2489,"'the recovery is here,' reports underemployed man making $20,000 less than he used to",1
5652,when sugar was the answer,0
33638,10 (more) gorgeous colorized photos that put history in a new light,0
15269,doug jones thanks child bride during victory speech,1
13012,why eva longoria will never run for public office,0
47452,businesses training to be alzheimer's friendly,0
46968,this school is all about diversity. not!,0
13141,how third party voters and non-voters could shape the election,0
43845,scotland and wales will now allow northern irish women to access free abortions,0
45568,surgeon general recommends exercising once every several months during flash of panic about health,1
43967,embarrassed comcast ceo just tells people he does digital media stuff,1
51089,haunted tape dispenser unsure how to demonstrate hauntedness,1
27334,remembering lynn walker huntley,0
34834,pope francis admits god really starting to look old,1
47587,pentagon loses hard drive with all the movies on it,1
43571,shakira just not feeling up to jiggling ass today,1
5451,dick masturbates in tickle creek: cops,0
54019,diphtheria excited about possibility of new outbreak,1
37753,heroin is cheaper than beer and easy to get in pennsylvania,0
25834,visit to google earth reveals house is on fire,1
40933,these are a few of the shelters scrambling to offer winter storm refuge,0
40236,deepfake video of mark zuckerberg barely good enough to masturbate to,1
54551,insane marshmallow clouds bubble up in severe storms,0
13036,taylor swift now in long-distance relationship with curiosity rover,1
53532,email from mom sent at 5:32 a.m.,1
6891,supporting grieving kids – an opportunity and an obligation,0
29923,we obtained hillary clinton's secret gitmo memo to obama. read it here.,0
42218,epa unveils plan to add 500 million squirts of lemon to u.s. water supply,1
1332,crumpled-up potato chip bag spotted in bathroom trash can,1
17251,12 indie spots in hong kong,0
8008,relatives gather from across the country to stare into screens together,1
52723,"wrinkly, oversized trench coat returns to stage for 34th season with local community theatre",1
6292,"5 great movies starring interesting, exciting, daring, adventurous girls!",0
52364,putting it together in 2015,0
23716,how where you live affects your child's mental health,0
1244,nation's drunk strangers announce plans to agree with anything one another says,1
6500,republican wants gun control for federal officials,0
7721,"chinese bomber flies around spratlys in show of force, u.s. official says",0
35787,old little league trophy stared at,1
14847,breaking: now it's a party!,1
16126,police department threatens criminals with 'stranger things' spoilers,0
38714,brooklyn pizza restaurant gets threats after video links it to 'pizzagate' hoax,0
21145,this 'trapped' clip is a snapshot of america's thorny abortion laws,0
16486,"while you were asleep new year's day morning, muslims waged jihad on your streets",0
32192,sen. tom cotton thinks 'tough guy' trump is ready to resume waterboarding,0
11082,"charlize theron once invited president obama to a strip club, as one does",0
50439,trump blasts critics who judge neo-nazi groups by most extreme members,1
26874,san diego zoo acquires chinese man,1
22159,watch: the insanely easy way to poach a dozen eggs at once,0
41641,"when a river is a person: from ecuador to new zealand, nature gets its day in court",0
50735,"hands-free tech like siri can be dangerous for drivers, study says",0
17695,the kansas city royals love 'trap queen' more than you,0
18242,former senator to run pot company,0
29023,trump boys swallow luggage keys in case they get locked up in jail and need to escape,1
3876,isis releases more than 200 captive yazidis in iraq,0
40873,the bus that did not stop for us: a mother's take on the headscarf court ruling,0
40435,father of trump tower climber also has an important message for you,0
9617,7 shameless ways to get an upgrade,0
14358,former tennessee judge allegedly voided traffic fines in exchange for sex,0
31591,"'art imitates life imitates art,' remarks man trapped in art museum",1
42957,fda: everyone needs to induce vomiting right now,1
42348,eddie murphy fucks self for $20 million,1
38883,trump style:  insults and domestic abuse,0
26009,dear critical white scholar and colleague:,0
42120,jeff bridges seated directly behind support column at golden globes,1
4281,"parents' password a grotesque combination of children's names, birthdays",1
44769,watch dirt bikers get a bit too close to nature,0
31301,"from bulldogs to elephant walks: chats with johnny mathis, monica mancini and anson williams, plus matt hires works with rmh",0
954,the best ifttt recipes to make the most of your vacation,0
12569,"from an adopted daughter, what my moms taught me about parenting",0
10110,joe arpaio's 'concentration camp' is finally closed,0
51321,this is how ted cruz wins,0
45075,"rachel mcadams and taylor kitsch might be dating, but who really knows?",0
53458,"shit-caked, urine-soaked man determined to enjoy carnival cruise",1
10996,toddler unsettled by whatever possessed her to bite friend's face,1
18374,fiercest fighting in days between kurds and isis in kobani,0
47778,democrats score special election upset in wisconsin gop stronghold,0
16711,taylor swift brings fans to tears with surprise gifts,0
17325,the pakistani army's coup against itself,0
10452,the best hotel getaways for valentine's day,0
121,yak chews thoughtfully,1
14514,my battle with depression and anxiety,0
47184,judge orders u.s. to release photos showing abuse of detainees,0
23025,ohio delays execution after failing to find sick inmate's vein,0
10254,boardroom hokey pokey: that dance that women do,0
14719,reese witherspoon voices disappointment at oscars' astonishing lack of diversity,0
48977,investors remind mark zuckerberg he can't fuck with them like the simpering cowards in congress,1
25746,north dakota flooding reminds people of north dakota's existence,1
7615,peter dinklage meets the world's worst 'game of thrones' fan in 'saturday night live' promo,0
54609,third-person limited omniscient narrator blown away by surprise ending,1
52463,"clarence thomas sexually harassed me. yes, he should be impeached.",0
21807,birthday wish wasted on trying to bring dad back,1
27772,macklemore to fans: use music to resist trump,0
40277,"as iranians vote for peace, trump helps saudi arabia pick another fight",0
27352,"trademarks show amazon has sights on meal-kits, 'single cow burgers' and other fast food options",0
32767,"who wrote the beatles hit ""twist and shout""? the amazing story of bert berns",0
46056,humane society worker secretly glad to see nippy dachshund put down,1
19452,breaking: we might be doing a bad job,1
4964,scientist has nagging feeling he left particle accelerator on,1
2487,delirious rover hallucinates water on mars,1
4032,viral photo catches alabama cop helping homeless father and son,0
46129,birchbox founders reveal the best and worst business advice they've ever received,0
17889,ariana grande spills deets on album release on 'tonight show',0
51379,not even bill o'reilly believes mike pence's nonsense about women voters,0
32177,how zuckerberg's llc could be more effective than charity,0
9611,report: double stuf oreos could raise tolerance to stuf,1
38169,12-year-old who got her hair curled for spring dance the very image of old hollywood glamour,1
3160,dad thought he could make it out of zoo without buying kids light-up shit,1
11396,black man given nation's worst job,1
37221,microsoft's solitaire is turning 25!,0
53397,elderly woman casually mentions wish to die,1
14750,area man still searching for hookup subculture on linkedin,1
18628,researchers forced to scrap another sleep study after participants murdered in dreams by serial killer,1
22346,pillsbury doughboy's image sexed up,1
23995,catholic couple embraces 'who am i to judge',0
20262,the winners and losers of the nba draft lottery,0
12202,hog executed farmland style,1
3625,trump proposed a wall to protect his golf course from the effects of climate change,0
22262,2 florida deputies shot dead while eating at chinese restaurant,0
13548,canadian police probing stabbing and car attacks as terrorism,0
29336,challenging the warsaw pact from within,0
43079,"if you thought 2016 was terrible, you're actually in the minority",0
13931,behold a tatted up zayn malik,0
45438,feeding the soul as well as the stomach,0
37467,north korean prisoners temporarily put into american detention camp to help ease shock of return,1
18865,obamacare repeal possibly going to live on farm upstate,0
30756,second-grader expelled from sex farm,1
7510,a frequent flighter's tips for drinking wine responsibly,0
47362,man who enjoys popular rock songs discovers perfect radio station,1
30938,dancing stormtroopers make 'dark lord' simon cowell's dream a reality,0
53047,long wait for big toenail to fall off nearly over,1
6652,obama camp vows to win neighborhoods where romney staffers are too afraid to go,1
28590,"18-to-35 white, male demographic still searching for perfect way to quench its thirst",1
18530,tv's mork to star in film,1
7547,"clint dempsey talks world cup, jurgen klinsmann and the pressures facing team usa",0
39527,newlyweds regret saving sex for marriage,1
39939,oxford student wins prize for photo of atom taken with dslr camera,0
22382,fox news statement taunting trump was '100 percent' roger ailes,0
49192,"crayola unveils true-blue crayon, and you get the chance to name it",0
35487,man entirely different misogynist online than in real life,1
19652,celine dion performs emotional tribute at the billboard music awards,0
31356,a model for the future: funding the end of childhood illness together,0
38287,gary cohn resigns in protest of trump's bigoted comments towards aluminum,1
26585,"let's not forget that men have impeccable winter style, too",0
481,gop sen. jeff flake comes out and says it: 'my party might not deserve to lead',0
28000,school psychologist crushing it in wake of fatal sports injury,1
39202,ted cruz will speak at the gop convention,0
7134,women honor harriet tubman with 100-mile trek along the underground railroad,0
52700,"new romney ad claims candidate does not oppose women in cases of rape, incest",1
706,blm's alicia garza launches census project to mobilize black political power,0
44765,hydraulic press proves that diamonds are sadly not forever,0
49575,sources: you don't want to know what currently happening to saudi arabian woman,1
32111,senate leaders warn it too early to discuss trump,1
43302,dad suggests arriving at airport 14 hours early,1
11113,new roommates attempt to find manly way of saying good night,1
34438,new roommate excited to bring robust puttering experience to apartment,1
4874,obama kicks off 2015 with shave ice in hawaii,0
55286,white house just gave a terrible defense of trump's refugee ban,0
3131,apparently facebook friend under impression ron paul still running for major federal office,1
46107,some leaders are born women,0
29017,you may have missed the 6th woman on time's person of the year cover,0
38409,'anthem' developers assure players whiteboard with words 'jetpack+guns?' will be playable game by friday,1
32152,30 unbeleafably adorable gifts for plant lovers,0
10245,pentagon announces plan to cover cost of hormone treatment for servicemembers doubling down on biological sex,1
52275,the forest that fights climate change,0
17345,french teacher forces student to inform her of bathroom fire in french,1
52574,patti lupone says madonna 'couldn't act her way out of a paper bag',0
51741,actress leaves porn past behind with new cinemax erotic thriller,1
27328,"'your father died peacefully in his sleep,' assures hospice nurse who spent past 6 months watching man wither away in agony",1
30646,fitness chain bans cable news for not being part of a healthy lifestyle,0
41949,"if this guy's daughter is a 'real' princess, then i'm lord of ice cream cones",0
13637,geithner refuses to come down off capitol dome,1
11625,"'how do we treat the little people, joan?' i asked. and she said, 'why, we treat them better. we only s--t on people at our level or higher.'",0
6790,vin diesel breaks off tracking collar against rocky outcropping,1
23801,"immigrant detainees may be dying because of inadequate care, doctors say",0
25598,nickname to forever prevent people from getting to know the real dumptruck,1
35675,taylor swift thanks her 'boyfriend adam' during iheartradio music awards speech,0
33617,woody harrelson applies to open a marijuana dispensary,0
24404,"'i'd like you to post long, aggressive rants on social media,' says bernie sanders in supporter's interpretation of speech",1
1819,"d-wade, udonis haslem, and lebron opt out",0
6502,levi's factory implicated in cruel treatment of denim cows,1
16822,a conversation on getting dressed,0
53615,steven spielberg claims he dislikes black actors to get out of cannes jury duty,1
20070,donald trump goes after wsj 'dummies' for criticizing his debate performance,0
45552,stoners announce plans to get stoned for that,1
54200,researchers have established a worrisome link between social media usage and sleep,0
43389,"new york homeless speak out on government aid, shelter programs",0
21527,"report: employers created 40,000 new jobs for existing employees last month",1
53442,exit from apartment delayed 20 seconds to avoid pleasantries with neighbor,1
33395,holiday traditions: friendships,0
41729,critics say kentucky's new 'religious freedom' bill targets lgbtq students,0
53151,calm sense of impending violence returns to middle east as ceasefire brokered,1
1580,area woman's baseless hatred of anne hathaway reciprocated,1
53044,mississippi brings down yet another national average,1
52888,"tresspasser enters schools, sings justin bieber songs, police say",0
51268,"'fly, my pretties,' says jeff bezos releasing swarm of amazon drones to hunt down nude photos",1
5324,military recruiter upset area man hasn't called him back,1
1135,things come apart so easily: asghar farhadi's about elly,0
40021,"christ appears in roman court to contest 2,000-year-old riot charges",1
35328,u.s. military defends controversial decision to test kilauea volcano on hawaiian civilians,1
50411,q forced to resign from department of agriculture for improper filing of expense reports,1
7040,here are some of the best signs from the equality and resist marches,0
24499,"the whiteness break — focusing on ourselves, solidarity, healing and trust",0
24490,this is lazy-girl chic at its finest,0
49459,students excited to see slate of notable speakers who will be disinvited to campus this year,1
811,khloe kardashian says no one was doing cocaine at kylie jenner's graduation party,0
45257,j.j. abrams wishes fans a happy star wars day from set,0
30657,roommates assured girlfriend only staying over for entire duration of relationship,1
34290,connecticut man visited by being from another time zone,1
48414,homesick trump stays up all night on phone with automated mar-a-lago reservations line,1
54576,"on the steps of the supreme court, too happy to hate",0
36469,yet another media-savvy ex-hostage delights tv-news producers,1
955,last living california raisin dies of prostate cancer,1
36465,"while trump attacks colin kaepernick, the quarterback is donating to meals on wheels",0
12639,teen pulls off oscar-worthy promposal asking emma stone to dance,0
44392,"the feds are going to collect better data on police killings, but we probably won't see it",0
6953,tyra banks brings tears to teen designer's eyes with this heartwarming surprise,0
21711,where did the freedom go? fight for the accessible information continues,0
47667,woman panics after accidentally getting into exact-change lane,1
53715,"kofi annan places 4,000-pound wreath on mass grave",1
6638,migrant and refugee children find a home in greece's intercultural schools,0
28060,report finds letting stranger bum cigarette sole act of human compassion still in practice,1
15902,the daily fantasy sports protests in nyc looked hilarious,0
39789,the aftermath of an alleged chemical weapon attack in idlib,0
34582,man has trouble growing full beard of bees,1
47833,stranded sailor arrested immediately after his rescue,0
38706,computer science in vietnam: counting down to the hour of code,0
6404,45 things you'll never hear most men say,0
11962,the ugliest american: thinkers from around the world weigh in on trump's rise,0
37792,kiddie pool falls into disrepair,1
28162,see two spirits wave hello in the funniest scene from 'a ghost story',0
30021,pulitzer feeling increasingly out of place in washington post office,1
49164,"when i own my sexuality, will i need queer visibility any less?",0
11948,how some of trump's bad tweets are helping puppies and kittens,0
30391,what it's like to be suddenly poor and homeless at 70,0
17259,how this couple lost more than 40 pounds each in five months,0
3252,bad news: appointment of shia militiaman to iraqi cabinet,0
35561,paul ryan crushes trump-loving primary opponent,0
28721,clinton campaign launches 'latinos for hillary',0
8613,donald trump appoints rick santorum to catholic advisory committee,0
7403,stop the madness,0
23685,"from ferguson to staten island, justice and accountability are nowhere in sight",0
40337,"dogs smell grandma's scent, set off on quest to find her",0
21729,adorable animated hunchback to shove self down area throats,1
15270,"cry of more, more, more heard in midnight hour",1
19904,grandfather's advice pretty bad for someone who's lived that long,1
41881,woman upset at herself for feeling hungry,1
1040,amanda seyfried gave birth to her first child,0
27071,here's how much betsy devos and her family spent to back the gop senators who confirmed her,0
39212,rand's filibuster two-fer,0
14976,"detroit unveils new half-ton, 400 horsepower motown singer",1
29177,study: universe actually shrunk by about 19 inches last year,1
12541,kris jenner has her say on son-in-law kanye west's 'good intentions',0
48458,thousands of onion social users burn effigies of ceo in massive show of support for company,1
53573,popular new amazon service just comes to your house and kills you,1
48733,jared kushner forced to follow along with ivanka's classified documents during meetings,1
22061,man who cried himself to sleep last night has some great ideas for growing company's brand,1
45727,health inspector repulsed by restaurant's customers,1
18176,1998 powerball winner returns to food-service job,1
41893,so-called professional gamer not even racist,1
30883,documentary a scathing indictment of director's filmmaking skills,1
6581,more than $30 worth of burned cds stolen from residence,1
31111,"before you drill a hole into a wall, make sure you've got a sticky note handy",0
52613,overworked pajama bottoms pray owner gets job soon,1
45008,publicist confirms komodo dragon from 'skyfall' pregnant,1
37849,an immigration fight gives jeb bush his best moment of the entire debate season,0
37850,coworkers currently gchatting about you,1
24364,diners slightly unnerved that waitress didn't write down order,1
40801,doing academic time,0
31948,romney still in hot water after reading gop platform verbatim,1
52597,'rocketman' viewers not sure movie really needed 45-minute princess diana death scene,1
38854,donald trump will not get his son-in-law's newspaper's endorsement,0
36403,george zimmerman auctioning off gun used to kill trayvon martin,0
4031,what's next for nba in donald sterling case from a legal standpoint?,0
1853,the innocent victims of europe's refugee crisis,0
6704,report: employers know within first 5 minutes of job interview whether they will murder applicant,1
38985,"why the united states needs a ""ladenschlussgesetz""",0
33045,"joe stevens: queer culture, female roots and making music as a trans man",0
25975,powerball super fans camping out before the big drawing dressed up as their favorite numbers,1
29899,retirement overseas: are we all just waiting for the grim reaper?,0
37818,international atom registry allows customers to name atom after loved one,1
43359,colorado congressman hangs on after splitting with donald trump,0
27702,how boehner can 'clean house':  one sentence to prevent government shutdowns forever,0
55180,president's lawyers move to discredit michael cohen by pointing out history of committing crimes for trump,1
16911,amazing 'human fly' lives off diet of garbage,1
15462,madonna's anti-trump cover of britney spears' 'toxic' is the antidote we need to 2016,0
10347,melania trump hosts state dinner in stunning black shroud of shrieking crows,1
13094,classic movie 'avatar' updated for today's audiences,1
17381,trevor noah: donald trump is making bank being the president,0
52627,sam bee presents horrific tales 'coming from inside the white house',0
34857,department of housing and urban development issues report just to keep name out there,1
39648,obama refutes allegation that he wiretapped trump tower during campaign,0
